"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genSYMBOL","ENTREZID","GENENAME"
"ENSG00000211899",10171.0452840529,3.12488268983896,0.839683065583045,3.72150257391359,0.000198040846829846,0.0453069654583659,"IGHM",NA,"IGHM"
"ENSG00000265714",11.7749092461061,4.88544677593408,1.08653567100233,4.4963519434454,6.9129276552902e-06,0.00821746143053414,NA,NA,NA
"ENSG00000211900",598.257768541126,3.14874249043706,0.938468243398008,3.35519343631286,0.000793095063129433,0.0903311450014115,"IGHJ6",NA,"IGHJ6"
"ENSG00000242472",299.000177728308,3.28506978229967,0.908174734952102,3.61722216647321,0.000297781695909299,0.051994995947533,"IGHJ5",NA,"IGHJ5"
"ENSG00000211904",142.437252346596,4.4259534593647,1.05116923291288,4.21050514111796,2.54800324889856e-05,0.0150328932463473,"IGHJ2",NA,"IGHJ2"
"ENSG00000211905",47.2437799542884,3.37286621566641,1.00512567866719,3.35566614927088,0.000791740820238763,0.0903311450014115,"IGHJ1",NA,"IGHJ1"
"ENSG00000226777",534.823704606216,3.72681408346086,0.880191705329789,4.23409361948543,2.29475339492145e-05,0.0148532111205916,"FAM30A",9834,"FAM30A"
"ENSG00000211936",481.961253307774,3.28859376224194,0.899168390883647,3.65737251841127,0.000254813920767686,0.0497224399215651,NA,NA,NA
"ENSG00000211937",770.047197384007,3.04372264620758,0.846179112507298,3.59701935585338,0.000321884539490593,0.054408738273894,"IGHV2-5",NA,"IGHV2-5"
"ENSG00000253763",13.9241777904429,3.80030978556605,1.10737220251835,3.43182696560696,0.000599529947612232,0.0783759889149429,"IGHV3-6",NA,"IGHV3-6"
"ENSG00000211942",210.621280443694,4.80505995192163,1.28110201991815,3.75072389022431,0.000176324781557437,0.0421559193961375,"IGHV3-13",NA,"IGHV3-13"
"ENSG00000253709",14.7774518841421,4.52681899510976,1.12053078714372,4.03988810218131,5.34767090298291e-05,0.0235862655367544,"IGHV1-14",NA,"IGHV1-14"
"ENSG00000254046",17.1596304462672,3.79979902152057,1.02585608873541,3.70402736138618,0.000212203354828236,0.0467386373347053,"IGHV1-17",NA,"IGHV1-17"
"ENSG00000211945",1416.23692563921,3.90385576813209,0.970505799888977,4.02249607223232,5.75846148067538e-05,0.023877820433463,"IGHV1-18",NA,"IGHV1-18"
"ENSG00000211946",132.66302617322,4.96801729313036,1.12163865287209,4.42924936690544,9.45616349464084e-06,0.00836492222735929,"IGHV3-20",NA,"IGHV3-20"
"ENSG00000211947",1087.58778523589,4.17488676633628,0.931901885264552,4.47996385923299,7.46556790218932e-06,0.00821746143053414,"IGHV3-21",NA,"IGHV3-21"
"ENSG00000211950",833.384934809688,4.12232753578575,1.22665727687031,3.36061882443924,0.00077768070872566,0.0897308289050503,"IGHV1-24",NA,"IGHV1-24"
"ENSG00000211953",2347.15132315542,3.66589374929755,0.879800037714116,4.16673515816414,3.08993127089405e-05,0.0160785482484287,NA,NA,NA
"ENSG00000231475",850.935936179155,4.3984392983533,0.972130293170363,4.52453681286782,6.05279173715879e-06,0.00803144935603599,"IGHV4-31",NA,"IGHV4-31"
"ENSG00000211955",1034.62933565079,3.94822137942717,1.04574211773701,3.77552105099405,0.000159673538235502,0.0397952304828604,"IGHV3-33",NA,"IGHV3-33"
"ENSG00000211958",12.2877218724445,4.21937293518782,1.02574913016452,4.11345504578794,3.89780973578193e-05,0.0188072863214874,"IGHV3-38",NA,"IGHV3-38"
"ENSG00000211959",2135.5318539834,3.97522030904309,0.90543430694206,4.39040168741637,1.13141460648071e-05,0.00909863055357122,"IGHV4-39",NA,"IGHV4-39"
"ENSG00000211962",976.592282591794,4.28898158624308,0.877608346801862,4.88712487964909,1.02319197329642e-06,0.00301705206526005,"IGHV1-46",NA,"IGHV1-46"
"ENSG00000253545",9.05381218504154,3.92270842789014,1.11011126120427,3.53361736339358,0.000409914050953623,0.0625189602540646,"IGHV3-52",NA,"IGHV3-52"
